	LEV
من مين بدك تطلب الافراج عنه من السيسي الخايب الخايس النذل الذي لا يساوي نعلا في قدم عربي حر  من من تريد له الحرية من كلاب السيسي	LEV
  يعطوني شقفة هالكرتونة ويخلف عليهم ومسامحهم بالمعدل وبالعلم 	LEV
  و بيذكرني فيك لون الشبابيك بس ما بينسيني شو حصل	LEV
  سيدي شو أكثر إشي بتحبه بفلسطين  ستك < أوراقفلسطينية 	LEV
شو مين ماخذة  رجل من  ساماريوم مقنطر بال  بوتاسيوم	LEV
انت مش عارفة انه كل شي هون سلق بيض والسلام	LEV
تصحى الصبح واضل تكتب بمسج وتخبص فيه تخبيصة حياتك وباخر ثانيه تمسح المسج الي صرلك ساعه بتكتبه وما ينبعت هون اعرف انك ميت داخليا  بكفي خلص 	LEV
ليه شو صاير	LEV
  اليوم قررت قرارين مهمين أولاً صار ضروري سگر حسابي هون حاجتي الوقت يلي ضيعتو وصار لازم اعمل شي مهم بحياتي تانياً  قررت الغي الق	LEV
هلا منتصر نسيت شو  	LEV
والزوجة اللي قتلت زوجها بجدة شو نقول عنها 	LEV
  يعني كاين داخل بحساب بنت  وانا كنت استغرب كيف شايف شو عم غرد وانا مبلكتو من حساباتو لتلاتة 	LEV
شو الحل مع محنة الصبح 	LEV
صار لهداك هداك وصارت هديك بهديك ماخرج الواحد يحكي هون في سجن بلا ماروح ماح بيطلعني 	LEV
شو هلكلام السخيف ما زهقتوا من هل النغمة عطول التهمة جاهزة وانتوا اكبر واحد فيكن عبد مأجور عند الايراني وحقوا ليرة	LEV
خربو اسمي خلاص ما عندي هيبة يا حرام لالالالا 	LEV
شو رايك نعمل تبادل حليب	LEV
ايه يلا يارب نفوز  	LEV
قال له  كيف تعرف أنها كذبة فأجاب من كبرها  مليار دفع لبنان حتى الآن يالطيف شو قوية	LEV
يقطع الأتندنس شو بيذل 	LEV
  تعليقا ع لما يقولك الانفلات تزعل وتطلع يعني اللحين كل الشباب فالتين ولا المراة لازم تنحبس بين اربع جدران كرمال ما	LEV
  ئلبگ حسگ انو لتويتة السابقة عنگ كرمال هيگ عملتلي انفولو وياسيدي رح زيدگ من الشعر بيت انتا زات الشخص يلي مبلكتو من حساباتو التان	LEV
  بدى تفاعل هون  صباحكم فل ريتويت 	LEV
  يعني شو رئيكن نترك البنت تموت من اعطاهم الصلاحية في سلب ابسط الحقوق المشروعة وهدم لانسانية تبا لدينهم ولربهم اذا 	LEV
- شو تستغلي - محاسبة - طيب ممكن تحسبيلي دقات قلبي لما أشوف عيونك   	LEV
تمام الحمدلله منيح  كيفك انتِ	LEV
  كل ما أتصل بواحد بقلي مشغول بالقمةالزعماء وفهمنا بس شو دخل دحدح الكهربجي  أحز	LEV
  شو القاسم المشترك بين كوكبالمعارضة و الخمسعبيدالصغار حزب الكذائب 	LEV
فيه مجال تحولونا على كادر الأجهزة الأمنية وتقاعدوني مبكّر مشان الله  دبرولناواسطة فيتامين  واو  أجى وقته	LEV
يا ترا شو شعوركم  روحو طموا حالكم بلخرا 	LEV
اشبها الشكشوكة من شو بتشكي لزيزة 	LEV
شو يعني ولتت 	LEV
بغار عليك من الانونات — منيح  	LEV
مشان الله ياخي مره وحده فحياتكم اتفهمونا شو هي الاخبار الايجابيه على السهم و السلبيه قبل ما تشوفو حركة السهم مشان الله	LEV
وقت ما بدك ه 	LEV
 بدك اشي نيجيكي 	LEV
  متزوجه محنة الظهر بدي زوج يفوت عشات تبعى هون  عشرينيه عجميه  متحررين 	LEV
بتحسي التحديث الجديد تاع الفيسبوك متل اللي بقلك غصب عنك بدك تنزلي ستوري مش ع خاطرك  عنف قسما بالله ما علينا صباح الخير 	LEV
  زهقت من التوك شو من أول الإبراشي لفايه أحمد موسي وبأتفرج علي قنوات الطبخ المكالمات نصها شحاته ونصها باحبك ياشيف يا قمر وكله ف	LEV
 بديش أتدخل بينك وبين بسام  زميلك لشغل وليك ما فهمتكِ كوافيره ومصممة أزياء  بيجو كتير نسوان وبتتعرفي عليهم وبفيدك كمان مع فتوح	LEV
محرومه مين بدوو للتواصل معى فوت على الشات هون صدر 	LEV
شو ال  اللي بتنزل منه افلام لسا بالسينما	LEV
صباح الخير كلاسي بلش وانا بالبيت	LEV
ياخي انا رغم اني مش بيزنيس مان بس والله بفهم اكثر منكم ومن محللينكم و الله قرفتونا  اليوم السهم بينزل ما بعرف شو رح تبررو عندها	LEV
ع القاعد  مش محفضينه منيح إذا وقف بيعملها تحته  ه 	LEV
  متخيلين حجم فقرنا الإجتماعي  الي مخلينا موجودين هون ع تويتر  	LEV
  يجماعة الخير هالشيبس لو فعلا تاكدت رجعته على الاسواق غير الاردن ترجع تزدهر  	LEV
كيف بحكم الطائفية والرئيس مسيحي الهيئة سيكارتك ملغومة منيح	LEV
شو جوهم قصدك  	LEV
شو بالنسبه ه  قال سنتين قال	LEV
تعطيك مصاري على هالكلام	LEV
وين كنت ووين صرت  	LEV
كان بدها صحن الاورانج  ورحت انا غلطت غلطة عمري لان هي ما حددت شو بدها هي بتفترض انو انا لازم اعرف انو اليوم يوم الاورانج 	LEV
اشتغل ولا اقضيها عالتويتر 	LEV
لك قومو  فيقو الكينغ مر من هون صباحو 	LEV
وهيك منتعلم من القصة انو المرة الجاي بسألها علون الصحن حتى لو ما حددت شو بدها هي بعقلها الصغير راسمة ومخططة للون محدد	LEV
وفي بحياتنا أشخاص كل يوم بنكتشف أنه ما في زيهم و يا نيالنا فيهم  و لازم انقدرهم منيح  و نحبهم كتير ️	LEV
كلن عم يحكوني كل شوي بيسالوني شوتغير فيي وشوصارلي عنن عم بختفي شو بقلُن عشقانة بقلُن بعيونك غرقانة بقلُن على قلبك هرباني️️️	LEV
  بالعربي عنكبوت  بالانجليزي  شعشبون من وين جابوها  	LEV
  بتعرف شو يعني فخر  يعني لما حدا يسألك من وين انت وشو اصلك وتقله فلسطيني 	LEV
شو فطوم انتي عليهم اعطيهم شويه امل	LEV
 ما أفصح العاهرة حينما تحاضِرُ بالعفة هون مات الكلام	LEV
  الموته الثانيه راح تدفع دير بالك  	LEV
لولا القهوه شو كان صار فينا	LEV
الحمدالله انت شو اخبارك	LEV
من قال ان الانسان بحاجه لمذهب اما للتعريف أو التواصل مع الله سوءاًل  المايوه بيلبسوا بعض الكل شو مذهبه	LEV
عنجد شو دخله هو ه	LEV
منيح شو عامل انتا  	LEV
انا حق شو وعيت لو تميت راقده احسن	LEV
شو اخبارك ابو الحسن 	LEV
 بصفي كنا بنتين بنفس اليومودايما كنت بناديها تؤامي المختلف 	LEV
بقول الخط ألو فترة مش منيح لازم يستقطبوا شسمو عشان يتنشط الخط والله لو صارو عملينها لاصير لما بدي اروح على دكان اركب مع سواقة	LEV
شو بدنا نشتغل اليوم	LEV
شو هالحب ال ترالالي ترالالي ماخد كلشي ولا مخلي  ترالالي ترالالي	LEV
  لعيونكم حبايبي اللى بدو متحرره كام يفوت شات من هون 	LEV
في حارتنا ديك سادي سفاح ينتف ريش دجاج الحارة كل صباح ينقرهن  يطاردهن يضاجعهن و يهجرهن و لا يتذكر أسماء الصيصان صباحكم جميل	LEV
موت في غيظك ه ليه مقهور من جماعة السيد حسن عم يعملو انجازات ونصر وكذا وهيك  ما تنقهر ما بيسوا كرمال صحتك وسد نيعك	LEV
ه هدول معارضه هبلان لك يا اجدب أتت وهو نظام لوكان بدوا يسلم الحكم سلميا كان من يوم الأول سلم يخربتكم شو حمير	LEV
فطور فلسطيني شو رأيكم 	LEV
 انا شفت الفيديو على انستفرام وفيسبوك  شو دخل الاغنيه بالفيديو	LEV
  دير بالك لايطفي   غدي غدي وش هالناس	LEV
 طبعاً اعزائي  لي شو النا بوجود السلاح   قدّم سلاحك لا ما بقدمو	LEV
صبحك الله بالخير واهلا في توتر شو صار مع المحامي  انا لسه مسافر  تحياتي	LEV
شو هالصباح العصبي  انشالله ما يكمل اليوم هيك 	LEV
لما تكون تدعي تصل عالموعد وللأسف  بتصل متأخر وبتدمرنفسياً وبعدين بتقررت تغامر وتشوف شو ردّة فعل الطرف الآخر وتكتشف عنده واصل بكير بنص ساعة	LEV
ياغالي عليي شو صارلك حبيبي تعلمت القسِية مابتسأل علَيي ناسيني هاجرني ومنك حاسس في ومابخطر عبالك ليش بعدك ببالي️️️️	LEV
  و قال شو بقلك المدريدي انا ما بحضر مباريات برشلونة   و التايملاين تبعو كلها عن برشلونة 	LEV
اي شو بصير	LEV
شو موعني من صبح ونحن في اجازه 	LEV
شو التعنيس افضل	LEV
شو مين ماخذة  رجل من  زينون مقنطر بال  فاناديوم	LEV
اشوا يعني طبيعي 	LEV
  قراراتي أنا بتّخذها لو شو ما كانت  وما إلك حق تدخل فيها مين ما كنت	LEV
ومابعرف عطاني يمكن سوسنة ومن يوما يا إمي مدري شو بني صباحالخير	LEV
انا فوفو و إذا بدك تعال شوفو	LEV
  اويلي يابه شو هيدا الحب الجميل	LEV
  شو هيدا الصوت ياماجد ربي يحفظك ياشمعه	LEV
