	NONLEV
وحده تقول انا متاكدهقلت هاو اكيد والله+انا مو من الناس الي اي احد اقوله احبك ولاكلمه عابره ع الساني ومانطقها الا لمن اتاكد منها وان الشخص	NONLEV
  مايعجبك والله عجبني الهاشنتاق هذا بزاف 	NONLEV
ه شفتي النعاس فين ولى كيوصل وحنا كنا غالطين هاد السنين كاملة وكنظنو بلي النشاط والحيويه هوما لي كيوصلو للقمة	NONLEV
علاش و عبدو 	NONLEV
ه غادين نشربو غادي نوليو كنتشربو 	NONLEV
 غدوة اول يوم قراية بعد عطلة طويلة  دعواتكم يا طيبيين ️ و اخر رسالة ربي يريح بالكم و خاطركم ان شاء الله ️	NONLEV
واحد الفيديو عاد طليشارجيتو دابا تا نلعب انا والكاميرا 	NONLEV
امرابط علاش مضربهاش براسو  	NONLEV
ه باهي علي راحتك 	NONLEV
علاش مزالك كم سيمستر الله يبارك فيك	NONLEV
بوبا اولا توح 	NONLEV
اول مره اذاكر من قلب لو ماجبت درجه بصك راسي بالجدار لين اموت 	NONLEV
الحبيبة يتواحشك الخير انا تاني توحشتك  بصح جيتي شابة باللوك الجديد عجبني 	NONLEV
  سلمىرشيد  سلمى رشيد تشوقنا لجديدها بعبارة تجربة جديدة عليا غادي نعيشهاقريبا متحمسة يا ترى شو 	NONLEV
واخا تموتالصفرا فيك فيك 	NONLEV
علاش بعيد السو الجود بالموجود	NONLEV
علاش كونتي عصابة مفخباريش	NONLEV
  يرخّص لك الغالي و يهدالك الزين تأمر عيوني  هاك هذي قبل ذيك 	NONLEV
علاش مديتينيش معك 	NONLEV
باهي لي جت عوجه و ما جتش تحت اللسان 	NONLEV
 - |  لابسة الجلابة عبر 	NONLEV
اشبح لك على كل الانديه اما على الريال الله يستر عليك 	NONLEV
مش عارفه علاش الحظر	NONLEV
و نعرفوا كويس أن طاجين السراج في مثابة تمرير ورقة نجاح الأنقلاب علي الثورة و هي وسيلة لتمكين حفتر علي طرابلس دون طلقة رصاصة واحد يا خونة	NONLEV
باهي ليش ما طلعو جماعه السلف ف السعوديه او اي دوله قالو المدخلي ظال لكن اغلب اللي تكلمو عليه ليهم علاقه ب جماعة الاخوان او منعم	NONLEV
خلك على راحتك يا باهي الطله ما ابغي اعاتب ولا ابغي اسمع اعذارك اللي يحبك ترى ما هو بحي الله تختاره الناس بس احساسه اختارك	NONLEV
  ايطاليا تسرق البيتزا من الجزائر و المغرب يسرق الجلابة والقفطان من الجزائر وتركيا تسرق قلب الوز والبقلاوة من الجزائر 	NONLEV
باغي فيا الخدمة نتا ه الحمد لله ما توعتش	NONLEV
حوينط حر يقدر يمشي غادي 	NONLEV
واش غادي يحيدو هاد الساعة ديال الزمر في رمضان	NONLEV
هاك زيدك هادي  	NONLEV
  تحس روحك منظم لما تنوض الصبح وتشري دخان وتولع أخر سبسي قبل ماترقد	NONLEV
باهي نحن ارضينا بالواقع والواقع مش راضي بينا 	NONLEV
باهي تاخدي ف فارما وباثو  	NONLEV
ههخ عرفتي علاش وحلة قوست عليها راها غتكون واحلة مع الحوتة 	NONLEV
نعم السطايفية عندك فكرة علاش الرسول صل الله عليه وسلم امر 	NONLEV
باهي به عليك ذل ماخطرش عليا تدير هكي انا هنا كم مرة بس ومعش يتكررن	NONLEV
  محتاج لك سولف معي  جغمة عن كل ما يطري عليك  ودّي اشنّـف مسمعي أطربني يرحم والديك  أبومشعل تفاعل	NONLEV
نتا وش بيها هاذيك على بيشو	NONLEV
ه ناري على لفب شفت دابا في 	NONLEV
باهي ليش أنا متحمله 	NONLEV
تعرف الملاير لي غادي يضربو فمشروع بناء تشيرانات رواندا يضرك خاطرك أ صاط 	NONLEV
ترا اصدمني قولي تحساب توتا الكبيرة	NONLEV
هتت صح جغمة تاع قهوة	NONLEV
يا مجدولين يا جعانة يالي بعت دم خوك بمرسديس و شيفور  راهو الارهاب في الملاعب قديم برشا يا قعرة  و مزال عليك	NONLEV
غدوة نتائج قرعة الهجرة العشوائية لأمريكا انا عارف روحي منحوس و مش حتشد معاي لكن اهو الواحد يعتبر جرب و خلاص و ان شاء الله خير	NONLEV
  من إباء حسين انته والبتول ومن طهر فاطم وعزّة حيدرة  الي يحبك فايز بصك الجِنان وما يعرْف الخوف يوم الآخِرة  خليلعصفور	NONLEV
كفشة دي البنت المكمبشة و شعرها واقف و عوبة و جغمة يعني بشعة مش حلوة	NONLEV
هاك قلبي بس طلبتك لاتقسى عليه اول ياقو قلبي وبعد حبك مايتحمل مشتاق ️	NONLEV
بجديات اول مرة نحس بعطلة  و بجديات بجديات اول مرة نضايق هكي علي خاطر عندي قراية غدوة نهار كامل 	NONLEV
قصدها للمغرب تحساب مش كاشفينها  	NONLEV
العبار حافظ حفظ شكله مش هكي الزح اول ما مسك  البلديه دار احتفالات بعيد الثالث لثورة الكرامه   باهي للي مادارها في  يوم 	NONLEV
ربي يكون في عونك ويعطيك ألف صحه وعافيه علي مجهودك الطيب يا تريس	NONLEV
حقا ربي باهي 	NONLEV
لوكان مكاش الشطاحات  ما تكونش سامية ولا سلال بش يتمنى يشطح معاهم القصد فئة من الشعب تستاهل هذه الحكومة تشريعيات	NONLEV
  ايوا حبيبي تعرف الشحن بعيد ومش قادرة نجيبه افتحي المايك باهي فتحت يلا ياشحن تعالا اشحن جهاز حبيبتي بسرعة شكرا ح	NONLEV
ه باهي فيه من زيني	NONLEV
تبيه يعرف شكلك منيش قايلتله باهي اعترفيله بروحك 	NONLEV
غادي نديرو مسابقة غادي نقول مقولات وحكم ونتوما قولو شكون قالها	NONLEV
لا حرام جغمة هاي عندهم بلهجتهم الجزائرية الها معنى تاني يعني ما بيشتغلوك ☻	NONLEV
بش عارف ليش عقلي يقولي ولازال يقنعني أن مدينتي بنغازي الحنونه غير آمنه ومستقرة فالليل بعد العشاء وخاصة وبالتحديد بالمناطق  المحرره	NONLEV
المقودين هما لي ناعسين تحت المانطة دابا كيناقشوا بيناتهم éè 	NONLEV
المغرب العظيم  اسمعوا التارخ الحقيقي ديال المغرب و حقيقة الجارة اي مغربي حر غادي اعجبو هدا الفيديو  	NONLEV
يتوب امرابط غادي يباني فالسيزو  	NONLEV
طاجين كفتة السردين بالأرز مخضر بالطماطم و فلفل حلو --  	NONLEV
اذا تلغى واش هي غادي دير في الاول وقعت معاهم عقد نكونو صريحين صح راهي مقصرة فوق لازم مي مش ذنبها معندهاش حظ تتعلم من تجاريبها	NONLEV
السلام عليكم و رحمة الله تعالى و بركاته  بغيت نجرب واحد المباشر حشمت يبقى غي يتقطع أو تتلفلي الهدرة ه أش قلتوا 	NONLEV
بعد ما نسبك قوليلي احترمني قدام الناس باهي	NONLEV
اللامبالاة  الي كشربو قهوة وهوما عارفين بلي غادي تسهرهم  لكلبسو خفيف وهوما عارفين غادين يبردو  لكخسرو فلوس 	NONLEV
-معلش يادكتور ممكن نطلع برا القاعة ونععيط شويه وبعدها نموت  - لا مافش طلوع لين يكمل نص الوقت  - باهي نبي كركتر	NONLEV
صافي غادي تسهّري معاك تويتوما	NONLEV
هاو دو يو نو اني شخص كئيب 	NONLEV
صاحبتي كانت مايفوتهاش رمضان هي و بوها في العمرة توا خلاص اتزوجت و كل رمضان تشري طاجين جديد الحمد لله  	NONLEV
غادي ناضلوا باش يولاوا عندنا المقررات بالدارجة	NONLEV
 باهي عادي حتى المقالي سمحاقل شي في الرياضيات نحصل درجات زياده في الطرق والجوو هذا	NONLEV
تشيا تشيا - شكراً  تشي - نعم + بوشي - لا  اهلاً - ني هاو  تصبح على خير -وان إن	NONLEV
الزواج قفص ذهبي زوين والحياة وردية   نهار يوليو المشاكيل كيندم الإنسان على نهار لي فكر غير فكر يتزوج فيه	NONLEV
جدد موضيلات الجلابة الغربية بالطرز و لعقيق لمنيت 	NONLEV
عادي لو قلت أنه نبي رمضان يتم فيسع ولاه 	NONLEV
من وعد وفى قلت ليكوم غادي نجي لعندكم للحسيمة هانا جيت وجيت لكي أساعد بما أمكنني على الحلول الوسط وتقريب وجهات 	NONLEV
واخا كوني هانية 	NONLEV
لا هو تلاقيه مكانش في المود بش	NONLEV
 باهي واكي  فزتي توا نسكت	NONLEV
مسكينة باهي اللي طقت في شهر	NONLEV
اول شي تكون محتفظ بالكود متعك اللي اعطوهولك لما سجلت و ثانيا غدوة الليل زي توا افتح الموقع نفسه و حط ال 	NONLEV
  غدوة نتائج قرعة الهجرة العشوائية لأمريكا انا عارف روحي منحوس و مش حتشد معاي لكن اهو الواحد يعتبر جرب و خلاص و	NONLEV
عندي وولد خال امي قعد  سنه في هندسه بش تخرج 	NONLEV
تمام منور  غدوة في الليل نجربو ان شاء الله تشد في هجة يارب	NONLEV
هذا يحفر في خندق ولا يقرا الزح  	NONLEV
يعني بالعقل واحد معه أسرته معقول يغتصب ياحاقد واضح انك شيعي  سير اخدم عند ديالك المجوس  راهم أخدوا البترول ديالكم ياشيعه 	NONLEV
كيفاش تساوم عالسبرديلات	NONLEV
 بلاش تلصق امشي غادي 	NONLEV
ليلتكم سعيدة غدوة مش عيد عمال	NONLEV
تانا توحشتك والله فين هاد لغبور 	NONLEV
صادمالقناة الثانية ستتوقف عن البث و المغاربة سيودعون دوزيم بعد  سنة من العطاءوها علاش 	NONLEV
ه مقلتيش لموزنبيق طون كامل راهم يلمولك فدراهم طلبتي تتنعنعي فتركيا هاو وجهي كون تشوفي الف فرنك 	NONLEV
